subject,test,label,label_time,feat1,feat2,feat3,feat4,feat5
1,1,3,9,1.029599999999997,1.384877497855015e+35,5.8974499833088325,786.7262835556979,5.921207123972282
1,1,3,10,1.0550400000000013,1.551749353333851e+35,5.9188398085778005,801.7864183939078,5.914296316548438
1,1,3,11,1.042336000000001,1.7196880762620378e+35,5.942618500085403,815.636614275942,5.9557347467704655
1,1,3,12,1.0306879999999985,1.8831218018531972e+35,5.9482866795093345,828.0721307338154,5.969252976630367
1,1,3,13,1.077663999999997,2.0356072963534178e+35,5.955532741457815,838.8882272995413,5.933110050131539
1,1,3,14,1.0804480000000023,2.17008252691545e+35,5.929023039251097,847.8801635051352,5.932426712287022
1,1,3,15,1.0596320000000021,2.280280865596361e+35,5.9444021927834845,854.9088712425073,5.9557465054194925
1,1,3,16,1.0561280000000044,2.3772303209161663e+35,5.932619109129995,860.8622094391458,5.947130395344795
1,1,3,17,1.0879999999999972,2.4733033862712526e+35,5.942618500085403,866.5653745430267,5.968365672533772
1,1,3,18,1.0843200000000026,2.5672587420651377e+35,5.9648069028122865,871.9669818078406,5.9754055842527904
1,1,3,19,1.0302400000000007,2.656861154918224e+35,5.9266343576543425,876.966983367203,5.8999751838052426
1,1,3,20,1.0061599999999964,2.7396826903351e+35,5.944532170857979,881.4651452476891,5.936350607420772
1,1,3,21,1.0536799999999955,2.813146909758554e+35,5.936984474978135,885.3612334758728,5.920975510999208
1,1,3,22,1.078880000000002,2.874586173364017e+35,5.943313180236569,888.5550140783282,5.940111157169089
1,1,3,23,1.0840000000000027,2.921315312536222e+35,5.9772034518381245,890.9462530816301,5.954770941359875
1,1,3,24,1.0344480000000051,2.9507209426719812e+35,5.932416030555243,892.4347165123523,5.981341728649772
1,1,3,25,1.0275839999999965,2.960014653296369e+35,5.977648351359244,892.9025776666717,5.955532418875171
1,1,3,26,1.042272000000006,2.9423440262665847e+35,5.932818508195771,892.0119548859453,5.932444160028714
1,1,3,27,1.0418879999999957,2.8959886572590193e+35,5.986804630755168,889.6542189597395,5.954880698332111
1,1,3,28,1.0142719999999965,2.8261753120043705e+35,5.9067643729201285,886.0433074885382,5.902176986201521
1,1,3,29,1.0193280000000018,2.738634560006514e+35,5.96094358667729,881.408932067516,5.964722398981174
1,2,1,1,1.191392000000002,6.124983927273143e+33,5.9261718703955175,467.84923689282823,5.923563413830039
1,2,1,2,1.2210560000000037,6.149479100811101e+33,5.936374322289053,468.1605573946297,5.95049400603383
1,2,1,3,1.207424000000003,6.109616417375624e+33,5.955879581004063,467.65339405249847,5.951880672372929
1,2,1,4,1.1945120000000022,6.008153080628517e+33,5.969851162319896,466.34994668207884,5.970572224439996
1,2,1,5,1.2205120000000025,5.862437164628149e+33,5.9728638657750635,464.44554346723197,5.991761240212581
1,2,1,6,1.2280000000000042,5.690216350780946e+33,5.923660597278228,462.143195629849,5.940201562250625
1,2,1,7,1.1742400000000048,5.508203657424278e+33,5.902252488579032,459.6459431943586,5.96429711499463
1,2,1,8,1.1680000000000048,5.331637998842368e+33,5.924605316988576,457.1568261851895,5.953212031694362
1,2,1,9,1.174576000000005,5.1742101725773255e+33,5.941808408075676,454.8788846267706,5.950116684192207
1,2,1,10,1.1814560000000056,5.048307575217638e+33,5.935432137984519,453.0151585435308,5.971157778451379
1,2,2,1,1.1555360000000023,4.9655363000886495e+33,5.924464267961255,451.7686879598989,5.941304979750111
1,2,2,2,1.1525440000000011,4.9377802298816595e+33,5.935460879785203,451.34682589406685,5.961259300754971
1,2,2,3,1.1783680000000072,4.977804591798524e+33,5.9338421125647525,451.9545266636151,5.990124705385152
1,2,2,4,1.1699519999999983,5.08236190810831e+33,5.935432137984519,453.5230497384264,5.975356215807091
1,2,2,5,1.1399999999999928,5.238412414663905e+33,5.935460879785203,455.81475666583987,5.931697737902239
1,2,2,6,1.0851200000000023,5.432383227879822e+33,5.923839258943982,458.58533930669637,5.9390525233887805
1,2,2,7,1.1278879999999998,5.649504700765053e+33,5.93759442833888,461.5904648291156,5.978311712751617
1,2,2,8,1.1416000000000035,5.873067497883847e+33,5.963883992309161,464.58580040121734,5.9630687723956
1,2,2,9,1.1276480000000058,6.084077170598159e+33,5.945129760590013,467.32701319112084,5.926546828746242
1,2,2,10,1.1404799999999968,6.261381754273631e+33,5.9310979787786815,469.5697703669457,5.9571777764710045
1,2,2,11,1.1802399999999993,6.382350350547456e+33,5.93759442833888,471.0697390968116,5.923778699362996
1,2,2,12,1.1896640000000018,6.425809526132349e+33,5.898204903409227,471.60283578673653,5.917919157250424
1,2,2,13,1.123999999999999,6.402161385112815e+33,5.945503166687912,471.3131272742949,5.946596979524245
1,2,2,14,1.1465600000000005,6.338129355118058e+33,5.963037660827175,470.52418336593695,5.965597664933663
1,2,2,15,1.1604159999999937,6.245527742596468e+33,5.955933777115086,469.37140012425937,5.961075102566782
1,2,2,16,1.1565119999999929,6.135084165473102e+33,5.928406002650758,467.9777309775389,5.949919824108418
1,2,2,17,1.122432000000002,6.01713588400413e+33,5.905684843553933,466.46608116754646,5.933228312744553
1,2,2,18,1.117055999999997,5.9014583575602e+33,5.966062177065438,464.9593559360543,5.9727389283166055
1,2,2,19,1.1501439999999972,5.797224730994165e+33,5.963343337321173,463.58046052483365,5.971481372505758
1,2,2,20,1.1359360000000052,5.713089980887787e+33,5.957914199400999,462.45230017565626,5.962506429148582
1,2,2,21,1.0882079999999972,5.657390012596511e+33,5.9381284693347824,461.69778013029367,5.972816714682607
1,2,2,22,1.1399999999999928,5.637334727027482e+33,5.928794725194577,461.4245920988092,5.95677014161042
1,2,2,23,1.1150239999999985,5.641621310546883e+33,5.9460147770252085,461.4830508318119,5.938509610918982
1,2,2,24,1.0860160000000048,5.654818223263389e+33,5.957550609959633,461.6627930192759,5.966873705881742
1,2,2,25,1.0221120000000037,5.67415052634523e+33,5.9560357285133945,461.92546925300115,5.9668096367859125
1,2,2,26,1.0174080000000043,5.697596024916587e+33,5.9460147770252085,462.24303438518257,5.955368052660347
1,2,2,27,1.0543680000000049,5.72311751069149e+33,5.915383675993224,462.5874829028611,5.970983219927603
1,2,2,28,1.034592000000004,5.748650584037567e+33,5.951639688494956,462.93080929307763,5.9788675059085925
1,2,2,29,1.056960000000005,5.772100564135423e+33,5.9418052279565785,463.2450080428735,5.957631653059679
1,2,2,30,1.0980000000000047,5.791345695410634e+33,5.969226908053652,463.50207363928945,5.9653273278686365
1,2,2,31,1.0952640000000051,5.804246764818052e+33,5.9479615002228785,463.6740005693666,5.9653273278686365
1,2,2,32,1.0665279999999997,5.808448393155331e+33,5.94614380688086,463.7299250945877,5.964069027917336
1,2,2,33,1.0663679999999975,5.799065268119388e+33,5.966027628176778,463.6049873239621,5.979388124134934
1,2,2,34,1.0720000000000025,5.774593583746237e+33,5.971316577746651,463.27834862364006,5.992389533465293
1,2,2,35,1.058176000000003,5.737748703664251e+33,5.989696042695362,462.78437467231805,5.9957739128479846
1,2,2,36,1.0175200000000018,5.691463903286803e+33,5.9838450135823384,462.1600811987036,5.98771488870007
1,2,2,37,1.0766239999999967,5.63864712090812e+33,5.927831970591233,461.44249394153434,5.961641941399248
1,2,2,38,1.0879999999999972,5.58214720763751e+33,5.930024575719456,460.668638639548,5.96924824571673
1,2,2,39,1.0519999999999985,5.524732709945514e+33,5.953176646685282,459.87554103148216,5.977998737888291
1,2,2,40,1.084831999999997,5.469082125886692e+33,5.962578189466044,459.1002268560745,5.995783879065057
1,2,2,41,1.0879999999999972,5.417785183983013e+33,5.9661470024682846,458.3797218520629,5.962888310741669
1,2,2,42,1.0909280000000048,5.372853179859273e+33,5.957354387151967,457.7439314925229,5.972691506127073
1,2,2,43,1.0500000000000038,5.328533925552856e+33,5.966361717061346,457.11245606063386,6.001428820106195
1,2,2,44,1.059455999999996,5.279985998405215e+33,5.930503783324697,456.415685932976,6.000734179814137
1,2,2,45,1.0824319999999967,5.229175512212353e+33,5.953349164898897,455.6807016378042,5.964448642642227
1,2,2,46,1.0705759999999962,5.1783766105773527e+33,5.956249142733313,454.93991130353066,5.987536515510002
1,2,2,47,1.0331200000000016,5.1297933132437713e+33,5.967766649395612,454.2257434213424,5.999644470220348
1,2,2,48,1.0332159999999977,5.085561732099112e+33,5.918824958832013,453.5706264824261,5.939519010215545
1,2,2,49,1.06536,5.0477613601130773e+33,5.961845103192591,453.00698897796883,5.998317898523752
1,2,2,50,1.0480800000000043,5.018433727017839e+33,5.95452453726327,452.5672593991568,5.987475076681139
1,2,2,51,1.0039680000000035,4.999608256626933e+33,5.968992108467488,452.2838662371772,5.9839413012679925
1,2,2,52,1.0181760000000022,5.0054666545049537e+33,5.960280604196161,452.372152024368,5.993133667331987
1,2,2,53,1.085280000000003,5.230099279128909e+33,5.971534156524407,455.69411712987676,5.966057640940742
1,2,2,54,1.087680000000006,5.83728143339362e+33,5.950041340614248,464.1127918897785,5.9733828546937096
1,2,2,55,1.0519999999999985,6.854737083802979e+33,5.9655482844849566,476.7092366712654,5.965780009169843
1,2,3,1,1.115168000000003,8.326735471679967e+33,5.975401384725336,492.4183492010061,5.97855287746393
1,2,3,2,1.063200000000004,1.0298684086414136e+34,5.956018354849565,510.17447071370873,6.011607708769096
1,2,3,3,1.0567199999999957,1.278702869767223e+34,5.933322112565211,528.9119424440812,5.965621137928642
1,2,3,4,1.068512,1.574287280591316e+34,5.956923633888441,547.5651056268315,5.9721908858473824
1,2,3,5,1.0552319999999975,1.9014069349496159e+34,5.948389092496291,565.0683014966678,5.9790535576352974
1,2,3,6,1.0097600000000055,2.231699393169355e+34,5.9353794352126625,580.3558712882975,5.9987322632271205
1,2,3,7,1.0137600000000044,2.5274810090497146e+34,5.9910712910346,592.5200944396945,5.993184318720133
1,2,3,8,1.061951999999999,2.8132616700840353e+34,5.952380502110707,603.1936876637404,5.985381538846648
1,2,3,9,1.0782559999999983,3.133563626497609e+34,5.9541796489796965,614.1317059990592,5.958842490356284
1,2,3,10,1.0483360000000013,3.484501811143452e+34,5.978321048264941,625.0938349283126,5.981410311348678
1,2,3,11,1.0316159999999983,3.855584733953131e+34,5.9783422812478975,635.7262462919588,5.978613934404332
1,2,3,12,1.0536959999999995,4.232061053858695e+34,5.955755704017799,645.6746769840818,5.9758685230448725
1,2,3,13,1.0461760000000029,4.594784566226618e+34,5.959973313140547,654.584863898766,5.959936783122739
1,2,3,14,0.9984960000000036,4.920632604452258e+34,5.959973313140547,662.1025439300952,5.9758685230448725
1,3,1,1,1.0156800000000052,1.126928341224176e+34,5.91262270237427,517.8903475778136,5.9271910327798825
1,3,1,2,1.0058399999999947,1.1766386356040552e+34,5.910760663047888,521.6296677419574,5.9333733030963485
1,3,1,3,1.0659199999999989,1.2429285018281083e+34,5.938725946662974,526.4164568022595,5.94429030358081
1,3,1,4,1.1773759999999982,1.3229091679853598e+34,5.922116568786688,531.916469708488,5.906222619388579
1,3,1,5,1.2359999999999949,1.4130957082447226e+34,5.91302895911171,537.7953334328042,5.9356367101789775
1,3,1,6,1.2427200000000045,1.5090891611063165e+34,5.91185752874987,543.7186749473703,5.937483937963291
1,3,1,7,1.2265280000000045,1.6053666460487365e+34,5.9510504826773385,549.3521212243477,5.928145387293867
1,3,1,8,1.1473919999999989,1.6952229544812653e+34,5.916366991569218,554.3612992358982,5.892381925334407
1,3,1,9,1.014272000000003,1.7709124461410064e+34,5.923997094252746,558.4118359541834,5.897374593159329
1,3,1,10,1.0279680000000049,1.8249960442335678e+34,5.929523516872152,561.2186409946534,5.917300274831272
1,3,2,1,1.1480000000000004,1.8660265430579532e+34,5.955754560971742,563.3021420408014,5.971703834877718
1,3,2,2,1.1336640000000036,1.9054902812844932e+34,5.906561300051174,565.2703718327648,5.940197167274661
1,3,2,3,1.113088000000003,1.9433955619922477e+34,5.967999894790668,567.1291465809892,5.9892249147392524
1,3,2,4,1.0996960000000024,1.9790359347817402e+34,5.953891399229686,568.849498941833,5.9319405733051305
1,3,2,5,1.1182400000000012,2.0116718442190774e+34,5.980815045894152,570.4023281386551,5.9832530097616505
1,3,2,6,1.1215360000000023,2.0405410281581986e+34,5.963582499239963,571.7585333948135,5.966829356988362
1,3,2,7,1.111775999999998,2.0648683379399135e+34,5.9943363041848565,572.889013933667,5.958344680383664
1,3,2,8,1.130879999999996,2.0838776290969676e+34,5.941188561113927,573.7646689785744,5.970790632678506
1,3,2,9,1.1431680000000028,2.0968056538509605e+34,5.930547524147648,574.3563977528937,5.966087791598937
1,3,2,10,1.1279999999999923,2.1031426809341348e+34,5.965024207102617,574.6453402161376,5.966829356988362
1,3,2,11,1.1353279999999997,2.10598454845732e+34,5.95573839612867,574.7746821492194,5.94253051151873
1,3,2,12,1.1391039999999928,2.108415590566248e+34,5.965924726733317,574.8852108057267,5.947973541369548
1,3,2,13,1.1241600000000052,2.110591880944043e+34,5.923218198438335,574.9840669813262,5.9541905638790285
1,3,2,14,1.1284799999999933,2.112504987234511e+34,5.996366929620821,575.0708981071996,5.96179539822084
1,3,2,15,1.1523839999999932,2.1141459017442748e+34,5.979019346953223,575.1453229346513,5.979090656466205
1,3,2,16,1.1686559999999933,2.1155056810853355e+34,5.9725337986477935,575.2069602149855,5.983843587429799
1,3,2,17,1.1358399999999964,2.1165754555871e+34,5.946011970350372,575.2554286995064,5.963724399323512
1,3,2,18,1.099999999999998,2.1173464389718954e+34,5.9247712132345365,575.2903471395188,5.935575492156769
1,3,2,19,1.1458880000000005,2.117809938285681e+34,5.963972814941683,575.3113342863262,5.970336293137268
1,3,2,20,1.1637600000000052,2.117370963042019e+34,5.968439971314076,575.2914576799312,5.99580667338746
1,3,2,21,1.1387840000000002,2.106976521344259e+34,5.9540398056482005,574.8197955723941,5.9739115880785665
1,3,2,22,1.1218240000000017,2.080970177486603e+34,5.970731649470396,573.6311707667236,5.961383106990851
1,3,2,23,1.1216800000000018,2.0428118688809254e+34,5.930558069804553,571.8645323191797,5.955311058306759
1,3,2,24,1.1274079999999993,1.9964364490859176e+34,5.9179080172923975,569.6800552833306,5.938973577027726
1,3,2,25,1.1293759999999993,1.9456346084230334e+34,5.938650646603949,567.2379955254249,5.953426933535018
1,3,2,26,1.1017599999999972,1.8939552270826887e+34,5.941593091421317,564.6986089117115,5.968749398539049
1,3,2,27,1.1440000000000041,1.844663338412781e+34,5.977854962468811,562.2221513084396,5.963408835194747
1,3,2,28,1.1440000000000041,1.800747191029131e+34,5.961338839426436,559.9688785818579,5.975628450877704
1,3,2,29,1.1409759999999929,1.764969010631816e+34,5.9626555112207225,558.0990465982151,5.9859312662020425
1,3,2,30,1.0994400000000046,1.7395329523309473e+34,5.9608230417830255,556.7504070416771,5.987106627242791
1,3,2,31,1.106303999999992,1.7198113360626746e+34,5.9752900877396495,555.6933945449778,5.971282972560124
1,3,2,32,1.1432,1.7007184304340657e+34,6.013703845683353,554.6604115498942,5.978116897369517
1,3,2,33,1.1590720000000043,1.6823901908408978e+34,5.960915040334933,553.6596677837365,5.954981041284637
1,3,2,34,1.1324480000000052,1.665245370216073e+34,5.967821829085607,552.7152817661533,5.974921195969733
1,3,2,35,1.1359999999999997,1.6496904060032041e+34,5.9661675921220265,551.8514330381687,5.969220667099372
1,3,2,36,1.1513599999999928,1.6361211702579336e+34,5.978278794189192,551.0923011408063,5.958160957343553
1,3,2,37,1.1285919999999992,1.6249266958158193e+34,5.9520732888973376,550.4620656150902,5.971056559060721
1,3,2,38,1.1296320000000033,1.616493732313782e+34,5.95908152315727,549.9849060020446,5.990052561038606
1,3,2,39,1.147232000000002,1.6112121387972038e+34,5.964304299820317,549.6850018426928,5.977880614245559
1,3,2,40,1.1672800000000008,1.6096686246864365e+34,5.933252128627862,549.5972019599816,5.971056559060721
1,3,2,41,1.1665600000000058,1.6149723213903606e+34,5.922722592657429,549.8985997212163,5.953056637604463
1,3,2,42,1.1273599999999993,1.6284566035948426e+34,5.972328294875286,550.6611847398209,5.970816063037746
1,3,2,43,1.1840000000000015,1.6483259535352395e+34,5.952878129308155,551.775334449099,5.9742245502487865
1,3,2,44,1.1661599999999934,1.672616574662056e+34,5.945067418508347,553.1222971898038,5.972233838245384
1,3,2,45,1.113311999999998,1.6993000262769397e+34,5.964618669726412,554.5832866763286,5.964402085130912
1,3,2,46,1.0944000000000047,1.726248616480587e+34,5.961363140784142,556.0395166230671,5.945390724329507
1,3,2,47,1.1188799999999923,1.7512220874344946e+34,5.953267597330296,557.3722007444121,5.9677833207822415
1,3,2,48,1.1479999999999997,1.7718777058646146e+34,5.949851284997456,558.4625527547572,5.9677833207822415
1,3,2,49,1.151295999999994,1.7858052810274818e+34,5.955192324433272,559.1917863684953,5.978929127448469
1,3,2,50,1.1254399999999962,1.790013320815464e+34,5.9455205258948824,559.4111826539936,5.970045907487089
1,3,2,51,1.1119999999999983,1.774112331146304e+34,5.955380168389232,558.5798764334378,5.9795113526064565
1,3,2,52,1.1894400000000025,1.734443383757415e+34,5.955461089477531,556.4785831202088,5.967840462797997
1,3,2,53,1.185728000000002,1.6778172118218539e+34,5.950050376843637,553.4085621117756,5.94514656163921
1,3,2,54,1.1385760000000045,1.6114236652618061e+34,5.961940088904138,549.6970286642463,5.957755975571665
1,3,2,55,1.102176000000005,1.5418994646194326e+34,5.959261134602152,545.6712964135614,5.989199572187557
1,3,2,56,1.103040000000005,1.4751073881363932e+34,5.962416877327634,541.6586789956624,5.961814161509758
1,3,2,57,1.119983999999998,1.4161120535526799e+34,5.952829028947325,537.9864900464901,5.965752243485911
1,3,2,58,1.1193599999999964,1.3693189903272208e+34,5.959261134602152,534.9820432019854,6.001689622808787
1,3,2,59,1.092576000000005,1.3387483581090232e+34,5.941514854393637,532.9726520980895,5.968001461062388
1,3,2,60,1.0960000000000032,1.327879836747482e+34,5.95289120395897,532.2490512109999,5.99293136566712
1,3,2,61,1.1477920000000004,1.3313704632032952e+34,5.974984854713378,532.4819853077355,5.95738114988083
1,3,2,62,1.1547200000000046,1.3420551683449826e+34,5.946314045937037,533.1918404472071,5.955832068795752
1,3,2,63,1.144799999999993,1.3590419203274762e+34,5.91973357710593,534.3107459326742,5.932993957329388
1,3,2,64,1.1284000000000027,1.3818598840667026e+34,5.939011699148217,535.7955489172426,5.9582880864540995
1,3,2,65,1.1426239999999963,1.4100692148577485e+34,5.962803198118178,537.6031916448156,5.991982202608273
1,3,2,66,1.1720959999999994,1.4432401524566184e+34,5.926532791632183,539.6906163592959,5.957451438602368
1,3,2,67,1.1562879999999958,1.4809353709185754e+34,5.927600277823088,542.0147653045867,5.948993573864278
1,3,2,68,1.1279999999999923,1.5226939403283252e+34,5.97039259862409,544.532580724591,5.9812051333541705
1,3,2,69,1.116000000000005,1.5680168242626193e+34,5.9833665656847845,547.2010048632117,5.9751898918334065
1,3,2,70,1.1432639999999998,1.6173446044261086e+34,5.963086920314701,550.0331445865498,5.982894571333567
1,3,2,71,1.150799999999993,1.6860747940083927e+34,5.963612532378379,553.8615786389455,5.988981965234926
1,3,2,72,1.1382719999999926,1.7866987638763892e+34,5.990758568767074,559.2384062464341,5.980633150552322
1,3,2,73,1.1411839999999995,1.9176981995425847e+34,5.964441447707971,565.8723538185208,5.9688342257315865
1,3,2,74,1.163775999999995,2.0765432617230366e+34,5.96361852061979,573.4276062033709,5.941603097124761
1,3,3,1,1.1759999999999935,2.259816697051289e+34,5.964441447707971,581.5681785903524,5.9526367610425375
1,3,3,2,1.1759999999999935,2.4626140296771403e+34,5.96361852061979,589.9580861688311,5.9581972673637535
1,3,3,3,1.127327999999999,2.678027639931442e+34,5.955846756331412,598.2613441281732,5.9436040420152665
1,3,3,4,1.1174400000000049,2.896780093987967e+34,5.958747060374103,606.1419676577458,5.949684844243532
1,3,3,5,1.1425600000000038,3.107091978129038e+34,5.943334396530397,613.2639719469154,5.9812690640932695
1,3,3,6,1.151872000000003,3.2957501284933754e+34,5.953095408606718,619.3186324808778,5.9785966150122265
1,3,3,7,1.1261600000000005,3.46425568749508e+34,5.962443484578875,624.487030083257,5.970836444755228
1,3,3,8,1.1032000000000035,3.6230573950840375e+34,5.9732334661432684,629.1694626235809,5.951721511951726
1,3,3,9,1.1237440000000034,3.7754095510486474e+34,5.97408748991881,633.5036355655833,5.982932893739598
1,3,3,10,1.1440000000000041,3.924650572317572e+34,5.9649698428445435,637.6102145083188,6.005156704624376
1,3,3,11,1.1638399999999929,4.074697097519245e+34,5.960970927931229,641.609799142453,5.9691315969959255
1,3,3,12,1.0793600000000023,4.230028740055303e+34,5.943967541684843,645.6229891586518,5.9480387005555295
1,3,3,13,1.1104000000000036,4.395708431218966e+34,5.959024074486103,649.7703842475806,5.967977608673419
1,3,3,14,1.1227039999999997,4.577448174839475e+34,5.970307873338145,654.1725840999054,5.973815439880805
1,3,3,15,1.1077600000000014,4.781728564980567e+34,5.962290904303192,658.9501884062913,5.964434149564308
1,3,3,16,1.0727679999999986,5.01709052026212e+34,5.965645261336775,664.248255754188,5.983831589246401
1,3,3,17,1.0678399999999997,5.307975394957212e+34,5.947492984423523,670.5171906236067,5.964911614006415
1,3,3,18,1.0821119999999986,5.667752261202789e+34,5.959024074486103,677.8863822976008,5.964911614006415
1,3,3,19,1.0506400000000016,6.089058339583718e+34,5.969029496688037,686.0358151445048,5.969239997594937
1,3,3,20,1.0299199999999984,6.560943290034011e+34,5.96305551312854,694.6235136982971,5.964911614006415
1,3,3,21,1.0783039999999966,7.068716994401063e+34,5.9475059000919295,703.3074194095785,5.950950440458423
1,3,3,22,1.0763039999999968,7.593074913047721e+34,5.961099936045308,711.7454737289509,5.975962923683115
1,3,3,23,1.0230720000000046,8.109619193348401e+34,5.9548840353889885,719.5956181070143,5.939856717575612
1,3,3,24,1.0443200000000041,8.588943797703522e+34,5.942152657163548,726.5157939943707,5.957735207625272
1,3,3,25,1.0455520000000016,8.997449629205794e+34,5.981092205399035,732.163942841621,5.980764510869975
1,3,3,26,1.0075999999999992,9.303197702580762e+34,5.960352452056672,736.2531087853089,5.968198863950884
1,3,3,27,0.9714559999999964,9.543986495992967e+34,5.957269792716937,739.3953855798479,5.9789339295695125
1,3,3,28,1.006111999999997,9.77073885651709e+34,5.957269792716937,742.2946564401227,5.959311012637235
1,3,3,29,1.047600000000002,9.984660942780492e+34,5.943850576766311,744.9789247204179,5.96110689695462
1,3,3,30,1.026079999999997,1.0183984617386679e+35,5.96234567602408,747.4372230567708,5.953894919376353
1,3,3,31,0.980863999999996,1.0366925822897906e+35,5.955917257164388,749.6584346094116,5.979784453627048
1,3,3,32,1.0159999999999971,1.0531713520187398e+35,5.936946318661429,751.6314425385713,5.994090470410316
1,3,3,33,1.0318720000000041,1.0676608342776682e+35,5.962653436682768,753.3451300044801,5.970849657450719
1,3,3,34,1.0122560000000005,1.0799922393307242e+35,5.955539864562828,754.7883801673688,5.99793533812165
1,3,3,35,0.9759999999999992,1.0900039998469732e+35,5.951833517384096,755.9500761874676,5.971627795189615
1,3,3,36,1.026751999999997,1.0976179488432021e+35,5.955539864562828,756.8276087794603,5.961898078964625
1,3,3,37,1.035520000000001,1.1039153028617809e+35,5.947838410314954,757.5495749003679,5.979309070712084
1,3,3,38,1.0175199999999966,1.1098725772010318e+35,5.9817280157086135,758.2294000742236,5.971627795189615
1,3,3,39,0.9974400000000034,1.1154580477862772e+35,5.955539864562828,758.8640397084364,5.9684022721367525
1,3,3,40,1.0177920000000045,1.1205832297358199e+35,5.968219045403755,759.4440542311143,6.001197054085742
1,3,3,41,1.027039999999997,1.125158577691017e+35,5.952650641449928,759.9599796347502,5.984293070309856
1,3,3,42,1.031392000000004,1.1290940259130843e+35,5.974196409433838,760.4023519118391,5.9563073669972635
1,4,1,1,0.9310719999999978,3.801019843534118e+33,5.947631188749912,432.0875862641988,5.967251570648216
1,4,1,2,1.0600960000000028,3.802987890061233e+33,5.976341495294697,432.12486507843437,5.975366621744413
1,4,1,3,1.1557120000000043,3.804321462436039e+33,5.96536293808491,432.1501165218766,5.968790872012518
1,4,1,4,1.179760000000002,3.8052220766444883e+33,5.905034884738297,432.16716564850884,5.94723554375275
1,4,1,5,1.1603680000000065,3.8058812734120677e+33,5.9465360923882224,432.1796424778015,5.988328068929242
1,4,1,6,1.1840000000000015,3.806368186795299e+33,5.9881986630525335,432.18885728772375,6.014828353071749
1,4,1,7,1.2030400000000032,3.806745216427473e+33,5.9616465433533765,432.19599187871904,5.9724037939352925
1,4,1,8,1.1520319999999926,3.807074768387089e+33,5.959649031132902,432.2022275599725,5.969334030126456
1,4,1,9,1.1652800000000043,3.8074192703991055e+33,5.9644886574840665,432.20874564066963,5.945737032931553
1,4,1,10,1.1781759999999966,3.8078411696119036e+33,5.952223329351696,432.2167274299957,5.962720964255122
1,4,2,1,1.1519999999999933,3.8084029389074475e+33,5.995500292107912,432.22735423713607,6.003729469416699
1,4,2,2,1.1892800000000028,3.809167091749476e+33,5.928729978384162,432.2418073712761,5.972638743196208
1,4,2,3,1.182976000000005,3.830097400077246e+33,5.94510921111641,432.6367454536403,5.961934311762771
